@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute left_hit {0,1,2}
@attribute left_type {0,1,2,3}
@attribute left_pos numeric
@attribute right_hit {0,1,2}
@attribute right_type {0,1,2,3}
@attribute right_pos numeric
@attribute kick {0,1,2}

@data
263,'2019/04/12 13:45:09:805',11,27194351616,21542660096,8874390528,1392226048,16637184000,25530605568,25339205632,17207771136,11918199808,24342921216,20743276544,12318246912,12343535616,9372178432,5325264384,2299299328,11732197376,14424309760,9292826624,18686703616,7879067648,8392737280,9576047616,27267457024,30058655744,24226164736,16531933184,27955888128,32129652736,32212252672,8670490624,15715245056,32203614208,32212252672,13252114432,10243264512,32212183040,32212252672,14947426304,15226711040,0,0,0,?,1,?,?,?,?,?
264,'2019/04/12 13:45:10:056',11,20314515456,16701604864,4200085504,173419040,21024849920,18485438464,7455911424,4175936768,9310003200,21416411136,26293813248,17902514176,8175196672,17361711104,9206374400,18775654400,7413691904,9227593728,4483485184,19852466176,3907305984,4114007296,3601292032,19858968576,22782359552,18921443328,7766004736,9058010112,25420130304,28514732032,5161845760,3157096192,26278774784,29760679936,8814204928,5585190912,27128745984,30913947648,10624837632,10352667648,0,0,0,?,1,?,?,?,?,?
265,'2019/04/12 13:45:10:313',11,19509293056,15884620800,4014937856,137917360,20221712384,18948032512,3066363392,870808768,16022970368,15709949952,13782983680,15273718784,8197585408,23175186432,21040177152,18739523584,8479199744,10183161856,3247034112,18657705984,5318817280,4140179712,1817673344,4415720960,22000982016,18323896320,7358504448,2739412480,24364277760,27438327808,4777294336,2814729216,25233602560,28632125440,8181546496,5117090816,26027659264,29728917504,9947797504,9790008320,0,0,0,?,1,?,?,?,?,?
266,'2019/04/12 13:45:10:555',11,19486474240,15871115264,4042508544,128165976,20204986368,18943277056,2337098240,6816065536,16567005184,11460974592,6449827328,14398764032,6715821056,16259262464,23466176512,20553537536,9382459392,17240643584,6837368320,3847662336,8884956160,5578788864,1872012672,1234903040,21973637120,18338539520,7370492928,2798553088,24315951104,27417245696,4781502976,2718179584,25214203904,28632438784,8185275904,5164529152,26036365312,29727678464,9962551296,9833472000,0,0,0,?,1,?,?,?,?,?
267,'2019/04/12 13:45:10:805',11,19476424704,15847515136,4039744256,119717400,20220364800,18893490176,2342924800,10468178944,16702520320,10063326208,3264232960,14140033024,3915271936,10984279040,17514145792,20399421440,9301349376,20772605952,14602370048,1323575424,9765603328,6682156032,1957525504,1159208960,21082183680,18382989312,7361738752,2912102656,24320688128,27410302976,4791058432,2679543808,25195900928,28625260544,8173916672,5160404480,26026098688,29719316480,9958861824,9811592192,0,0,0,?,1,?,?,?,?,?
268,'2019/04/12 13:45:11:055',11,19516401664,15835821056,4021529088,304691424,20225933312,18912344064,2313348864,12254272512,16681874432,9563544576,2203513600,14931323904,2934119424,9438027776,14914180096,20840634368,9289695232,21094678528,16869242880,2772142592,10064813056,7674734080,2732868864,1149387136,19423459328,18431012864,7354692096,2945214464,24322371584,27403216896,4736209920,2625154816,25199970304,28605165568,8197861376,5162134016,26028023808,29721980928,9931301888,9843007488,0,0,0,?,1,?,?,?,?,?
269,'2019/04/12 13:45:11:303',11,19529076736,15846288384,4007329280,1912376960,20243365888,18907926528,2229883904,14359662592,16469507072,8960870400,1061225600,16142368768,2246561536,7610278912,11452758016,21014870016,9039941632,20003432448,18936684544,5100113920,10474310656,11367914496,3883451904,1144520448,16558377984,17651277824,7460700160,3005390336,24348184576,27442585600,4767684096,2674168576,25213714432,28672768000,8220054016,5143009280,26045396992,29748480000,9943009280,9814473728,0,0,0,?,1,?,?,?,?,?
270,'2019/04/12 13:45:11:554',11,19503192064,15839642624,5054789120,10761067520,20263682048,18892013568,4074232576,16663592960,16529220608,8846018560,3429357312,21243725824,2197554944,5671355904,6388733440,15257779200,9133997056,16897348608,20851044352,11502695424,11139319808,18633555968,4823237632,1070551936,12530948096,16247134208,7346983424,3050997248,24326107136,27420561408,4860537344,2665729280,25228658688,28639526912,8165317120,5090637824,26051860480,29753614336,9928908800,9749822464,0,0,0,?,1,?,?,?,?,?
271,'2019/04/12 13:45:11:804',11,19516966912,15815936000,14681221120,10401209344,20235358208,18913867776,17688377344,11543387136,17067324416,9468749824,7584790528,17681668096,2269688832,4182832896,4682696192,19771256832,7821895680,13682609152,19573473280,16563415040,10961064960,20492716032,9920745472,787659008,12496384000,14131752960,7073781760,3304891904,22700357632,27102851072,5084379648,2729180416,25233807360,28643491840,8137669120,5090760192,26066092032,29766260736,9917447168,9764569088,0,0,0,?,1,?,?,?,?,?
272,'2019/04/12 13:45:12:054',11,19548649472,18698522624,15992796160,1078699264,20268627968,21774622720,20052041728,8269924352,17303515136,9722188800,9444596736,19115624448,2411424000,3641654528,5764072960,28180994048,6707172864,12005328896,17890344960,17670350848,10457822208,20225806336,14979103744,884083648,13572802560,13346404352,6944037888,3728147200,20481650688,25730205696,5199154688,2779243264,25226141696,28662824960,8151467008,5145330688,26072107008,29753950208,9922241536,9772497920,0,0,0,?,1,?,?,?,?,?
273,'2019/04/12 13:45:12:304',11,19514640384,18697986048,8846720000,45989436,20302626816,22023698432,12571665408,1715613312,16970332160,12100667392,19122051072,13027345408,2260792832,3598001408,19094009856,26871906304,6592526336,12222746624,20664535040,23473072128,10299822080,19828131840,14766624768,1153192064,13894214656,12848080896,6718794752,3982776320,20669847552,25740836864,5204536320,2848544768,25220081664,28648421376,8105739776,5126419456,26064453632,29764288512,9891945472,9773456384,0,0,0,?,1,?,?,?,?,?
274,'2019/04/12 13:45:12:555',11,18920374272,16954058752,4953624064,45299960,19964993536,18260127744,4405441024,372048640,19316926464,22689929216,13469441024,3187648768,2145141120,5946096640,22473107456,17328977920,5842972160,11907725312,25815971840,29460353024,10730482688,20727527424,16122417152,3043933696,13489549312,13874854912,7292892672,4124824832,19262377984,25020190720,5165673984,2835753216,25236973568,28643139584,8114918400,5095835136,26064822272,29752758272,9870368768,9757446144,0,0,0,?,1,?,?,?,?,?
275,'2019/04/12 13:45:12:806',11,18902071296,15107917824,4151334144,43393940,19553878016,17324849152,2097490432,336083520,19607683072,18586728448,7543563776,1085473280,9001593856,18229796864,19476660224,11585721344,5691117056,11566279680,27172653056,28825704448,8788722688,19241107456,18599794688,6091402240,13632344064,16523456512,8217690112,4326463488,17274585088,23795982336,5221567488,2879364352,25311752192,28725501952,8145390592,5132268544,26128412672,29854425088,9951395840,9813964800,0,0,0,?,1,?,?,?,?,?
276,'2019/04/12 13:45:13:053',11,19586721792,15990450176,4193424384,40856248,19304079360,17507346432,2011762944,306356192,19663038464,15566650368,2257638656,735972096,15401062400,21023729664,16090899456,7882112512,9985390592,15062083584,24793518080,25747161088,5957481984,14861220864,23447717888,10335579136,14406010880,19119804416,10560251904,4338481152,15258185728,21207816192,5254106624,2902394112,25180495872,28708956160,8153561600,5149216768,26119149568,29832937472,9949832192,9836369920,0,0,0,?,1,?,?,?,?,?
277,'2019/04/12 13:45:13:303',11,19556077568,16003715072,4187491584,42571308,20218021888,18482757632,1990034432,244322960,18714273792,13536343040,309856960,808150272,18107078656,15329679360,9042947072,2915008768,17335861248,20804608000,21014243328,20157691904,4999890432,12378434560,27046565888,16513370112,14462290944,21591347200,13076153344,4429919744,15617146880,20098666496,5319373824,2977006592,22151708672,27702192128,8144687616,5169619968,26126401536,29828487168,9933451264,9839793152,0,0,0,?,1,?,?,?,?,?
278,'2019/04/12 13:45:13:555',11,19202822144,15702351872,4023152128,34651964,19944159232,18646525952,1951381376,154398832,17644267520,12133286912,240016976,737883520,16457625600,13703998464,5269488640,1269575424,16424352768,20737386496,18125070336,16548071424,8718406656,12626741248,26951137280,20390823936,14936997888,20123170816,16195910656,3874668800,14750951424,19864559616,5248056832,2847398144,19139727360,24854671360,7892968448,4905834496,25710559232,29417248768,9647496192,9537010688,0,0,0,?,1,?,?,?,?,?
279,'2019/04/12 13:45:13:805',11,19176611840,15679009792,3988743168,38534340,19921256448,18603106304,1941538048,155624176,14634715136,9241594880,196786864,799085376,17726302208,12904214528,2133950208,362212032,17155607552,18727428096,16039169024,12801320960,14232445952,16431703040,25594349568,22767906816,17127513088,18915526656,18699763712,3921585408,14951480320,20517130240,5825373696,2826619648,17693315072,23299747840,7894139904,4938888192,25688887296,29395910656,9659736064,9527955456,0,0,0,?,1,?,?,?,?,?
280,'2019/04/12 13:45:14:053',11,19208200192,15677792256,3981738752,33477724,19911315456,18607486976,1960173568,151777632,17001618432,11924953088,185933248,791243840,16345643008,13814464512,4188375296,611814784,17072866304,20538068992,17908547584,14557169664,10009981952,13038420992,26760007680,22869178368,17549078528,18908528640,17917440000,3776627456,15122552832,20799043584,5955223552,2855005184,17592268800,23161235456,7900986880,4954302464,25706502144,29406633984,9639334912,9509655552,0,0,0,?,1,?,?,?,?,?
281,'2019/04/12 13:45:14:303',11,19230541824,15661254656,3968745984,35555736,18848460800,17229891584,1922537088,145304352,15384311808,14252166144,867153664,765012288,14254384128,17569583104,10906895360,2794780672,6780385280,14102147072,22019684352,20600631296,8570769920,10230126592,25548871680,20488138752,17100650496,19295571968,16346428416,3542289920,14795762688,21667651584,5594606592,2834398976,17765711872,23972290560,7867747840,4925975040,25715961856,29417017344,9624086528,9515043840,0,0,0,?,1,?,?,?,?,?
282,'2019/04/12 13:45:14:554',11,19066191872,15167545344,3915505664,30752526,18438074368,15680538624,1953188480,149434000,15010042880,15621919744,4929395200,855886912,9201640448,17368221696,16585700352,7549926912,2387039744,6229541888,26758344704,25910880256,8134974976,9973846016,18839162880,16226752512,16988253184,19611185152,15751835648,3613960192,14485580800,22561193984,5431930880,2887049216,17673220096,24554102784,7916197888,4890981888,25861740544,29557272576,9683874816,9533153280,0,0,0,?,1,?,?,?,?,?
283,'2019/04/12 13:45:14:804',11,18763669504,14728890368,4366263808,35438936,19099858944,15938993152,2983042816,157965952,14366665728,19117967360,9448027136,1558132992,3344668928,9285878784,19371788288,11261476864,2496539904,4496773632,22963691520,27626594304,7865386496,9900844032,17208229888,15216228352,16719353856,20021350400,15269137408,3680928768,14215301120,23346343936,5340765696,2963105792,17566146560,24983822336,7912557568,4918755328,25869000704,29584498688,9709148160,9513092096,0,0,0,?,1,?,?,?,?,?
284,'2019/04/12 13:45:15:053',11,19381237760,18150606848,11567312896,33093318,20107931648,20110460928,10550450176,415764128,10098049024,7359469568,14669457408,6074083840,3255227392,4278436864,14864391168,22008756224,2645986560,4703740416,10236523520,30182701056,7682450944,9550832640,16446748672,15348473856,16293734400,20113469440,15283979264,3210030336,13984898048,23874463744,5283703808,2956089344,17552191488,25323460608,7926922240,4928054784,25861023744,29600256000,9696952320,9574445056,0,0,0,?,1,?,?,?,?,?
285,'2019/04/12 13:45:15:306',11,19377338368,17839044608,11149714432,30577612,20096421888,19400019968,11524050944,314741696,10609238016,8903792640,14351017984,5611149824,3140589056,4127168256,12819944448,19481874432,2838918912,4701651456,9619149824,30432565248,7386554368,7420511232,12739640320,18181795840,19889850368,17537114112,17356632064,3632716288,15115770880,24016300032,6507841024,2971686144,16432218112,23547576320,7973344768,4949781504,25721540608,29574150144,9714262016,9527731200,0,0,0,?,1,?,?,?,?,?
286,'2019/04/12 13:45:15:556',11,26802716672,23418445824,14522633216,398998848,27731279872,26852423680,19271636992,1137941248,16732869632,16890905600,20935131136,8397188096,6380515840,7814711296,17568094208,21798612992,7084842496,9792224256,12792866816,31846438912,12211735552,10249785344,12680248320,24517603328,31480074240,23611250688,24374677504,9059604480,24526962688,25966049280,16581300224,5919422976,25118697472,26649102336,12900177920,9746396160,28851546112,30959577088,14639107072,14997102592,0,0,0,?,1,?,?,?,?,?
287,'2019/04/12 13:45:15:807',11,30844172288,25626163200,15960895488,2526275328,31682648064,28832940032,28776931328,13805560832,19716749312,14311924736,30047782912,14998097920,8302999040,9929979904,11441168384,24946143232,9219174400,12120047616,5785304576,29158965248,14668651520,12988584960,15538896896,25174960128,32111710208,25465159680,26942885888,9356232704,26813097984,29143965696,16274186240,8289168384,28763158528,30763575296,15005247488,12019389440,30286319616,32089176064,16653231104,17480255488,0,0,0,?,1,?,?,?,?,?
288,'2019/04/12 13:45:16:055',11,31884091392,26232293376,9315052544,928925120,32160397312,28799047680,4917929984,2008999552,19880028160,11114817536,15199241216,14770365440,9383772160,11048254464,22304141312,24710914048,9820280832,12670895104,25238708224,26008156160,16097912832,14706702336,18059350016,29913139200,31323025408,26490198016,27357169664,18822522880,28546152448,30960904192,13781217280,9634991104,30410995712,32001751040,15728826368,12962894848,31214139392,32212252672,17364021248,18445959168,0,0,0,?,1,?,?,?,?,?
289,'2019/04/12 13:45:16:306',11,31876788224,26216069120,9298655232,847652224,32149430272,28776708096,4716412416,1835016832,19614760960,10755150848,2222646528,3760837120,9529808896,11297519616,5170842624,2857769472,9726626816,12870941696,11063140352,12505508864,16549883904,15704236032,26935560192,24900089856,30053169152,26956343296,31935088640,25837934592,28099999744,31411247104,20454158336,26716778496,29118226432,31890468864,15862697984,18638766080,32151445504,32212252672,17437323264,18563127296,0,0,0,?,1,?,?,?,?,?
290,'2019/04/12 13:45:16:556',11,31692941312,26108555264,9143117824,837582528,32103643136,28709898240,4542382080,1786218752,19378382848,10439546880,2126904704,3532394240,9456224256,11281506304,5118815744,2612981504,9552640000,12692891648,8045495808,11841878016,16641465344,15832853504,16534935552,15168008192,29325658112,26862055424,29680771072,17266673664,27787196416,31393212416,31992934400,22080161792,28768342016,31751993344,27030990848,27889156096,32212252672,32212252672,17439520768,23546765312,0,0,0,?,1,?,?,?,?,?
291,'2019/04/12 13:45:16:806',11,31846363136,26183149568,9239402496,858943168,32146024448,28768645120,4675424256,1882938752,19377631232,10345141248,2141178624,3660617216,9642506240,11312560128,5162753024,2740507648,9634940928,12674768896,8157054464,12516393984,16959566848,16365883392,17682511872,14275262464,28677070848,27066093568,22287785984,8586566144,27580823552,31378034688,32207749120,20291770368,28766050304,31720077312,31956140032,22945429504,32212252672,32212252672,20221079552,28854398976,0,0,0,?,1,?,?,?,?,?
292,'2019/04/12 13:45:17:055',11,31842295808,26212308992,9269320704,865676416,32151040000,28774578176,4676401664,1825536640,19549736960,10348221440,2162482944,3656636160,9564508160,11270427648,5222701568,2679024896,9699911680,12681543680,8105719808,12643731456,16919582720,16132283392,17350187008,14279498752,28632453120,26625501184,21568815104,7872833024,27910469632,31456559104,30148651008,19000041472,28958601216,31808415744,31977199616,21880838144,32212252672,32212252672,22753984512,29590339584,0,0,0,?,1,?,?,?,?,?
293,'2019/04/12 13:45:17:306',11,31848292352,26220974080,9271136256,838928960,32150040576,28769492992,4816813056,1746328576,20401065984,11335784448,2288624896,3907271680,9312608256,10829599744,5175312384,2953799936,10058123264,13030025216,6996768768,8846308352,16659851264,14124144640,13850049536,16331010048,30721071104,25805760512,23074033664,9208538112,29373954048,31271825408,29154631680,17170585600,30106859520,32161658880,32014856192,21596942336,32095399936,32212252672,24299976704,29550243840,0,0,0,?,1,?,?,?,?,?
294,'2019/04/12 13:45:17:554',11,31666814976,26064500736,9101605888,754998272,32092872704,28722812928,4895501312,1609241344,22315345920,13247584256,2310696704,3895538432,8608547840,9608958976,4874076672,3426749696,11022565376,13858595840,6586519552,3445942528,15314998272,12372119552,9980227584,17607616512,32195815424,25833412608,18672896000,12296923136,30597365760,29039372288,27640954880,15929905152,32105691136,32171649024,31664424960,20922650624,31093000192,32211990528,24133847040,29212526592,0,0,0,?,1,?,?,?,?,?
295,'2019/04/12 13:45:17:802',11,31858708480,26146656256,9198869504,762883200,32151025664,28769501184,5090255872,1682196096,23508627456,14476258304,2493632000,4141200384,8463008768,9305113600,4962258944,3595200768,11648326656,14506947584,6831075840,2841132800,14633395200,12122609664,9307281408,17744175104,32145889280,25800015872,20481245184,13349994496,27698608128,27016263680,30013075456,16917479424,27727427584,30222845952,32118446080,21080832000,28784799744,31233406976,22441408512,29414621184,0,0,0,?,1,?,?,?,?,?
296,'2019/04/12 13:45:18:054',11,31709497344,26021785600,9075677184,726077312,32099940352,28712574976,4922307584,1561471488,23800801280,14596860928,2417784576,3959585536,8231353856,9069565952,4862081024,3507367168,11614147584,14544229376,6756882432,3483352064,14253692928,12009234432,9576203264,17891870720,32132925440,25338296320,21940029440,12373013504,24237113344,26132723712,30658500608,18361528320,23929288704,28421758976,32119681024,21046849536,26942234624,30127486976,20184719360,28310710272,0,0,0,?,1,?,?,?,?,?
297,'2019/04/12 13:45:18:305',11,31732946944,26009128960,9095616512,739511808,32098695168,28705472512,4943543808,1571041536,24116879360,14909152256,2370163968,3911535360,8027161088,8888791040,4658981888,3288479744,11702492160,14524324864,6760324096,4618368512,13642319872,12082336768,10617577472,18428047360,31986120704,25110556672,24522242048,11771777024,19884173312,25524342784,31652513792,18008451072,20306847744,26916589568,29147815936,22729598976,25675442176,29397659648,19243649024,25080018944,0,0,0,?,1,?,?,?,?,?
298,'2019/04/12 13:45:18:552',11,31701446656,25969274880,9067553792,686155008,32098377728,28694970368,5044171776,1529266688,25824995328,16569927680,2356473344,3780207616,7585733632,8266120192,4335095296,3169435648,12132867072,14768404480,6945746944,5028831232,12140829696,11995191296,10966189056,18469556224,29956851712,24879187968,24868519936,11966822400,17261436928,26382180352,31742722048,16805493760,17363890176,26855378944,26793617408,24663701504,25477292032,29845501952,18657064960,22639890432,0,0,0,?,1,?,?,?,?,?
299,'2019/04/12 13:45:18:804',11,31855466496,26069080064,9189668864,670485184,32151093248,28779909120,5209741824,1538674048,26585413632,17296148480,2429519872,3745720576,7617578496,8131190272,4282613760,3223646208,12463867904,14994270208,7057189376,4666700288,11825078272,12093185024,11048470528,18635782144,29047990272,24672681984,23788079104,12063950848,18192951296,27741583360,31042719744,16681994240,18571345920,28200660992,24739682304,26789470208,27149070336,30767177728,17765275648,21233051648,0,0,0,?,1,?,?,?,?,?
300,'2019/04/12 13:45:19:053',11,31706468352,25971177472,9000772608,622032384,32106192896,28705148928,5086513664,1477061248,26505668608,17155337216,2328808704,3777183232,7464259072,7970118656,4130127616,2899765248,12181663744,14667293696,6819147264,4721968128,11786768384,11726438400,10733203456,16755036160,30583713792,24760649728,23007784960,10317339648,19060199424,27155892224,26472394752,11599156224,19810752512,28009418752,25073717248,18268807168,26504189952,30354849792,29467867136,25877002240,0,0,0,?,1,?,?,?,?,?
301,'2019/04/12 13:45:19:305',11,31704449024,25964775424,9005724672,605879616,32103321600,28680880128,5064157184,1414685312,25996494848,16799011840,2249872640,3568242688,7376665088,7860333568,3837211904,2882189056,11973211136,14432914432,6542971904,4650042368,11704829952,11547332608,10192615424,18558371840,31482744832,24658536448,23019642880,10362717184,18919084032,23739721728,23456987136,8431261184,19209924608,23525761024,21959419904,16592455680,24380241920,28666988544,29372825600,19322187776,0,0,0,?,1,?,?,?,?,?
302,'2019/04/12 13:45:19:556',11,31697920000,25979252736,8967902208,612169792,32106522624,28685899776,5099557376,1451881344,26030819328,16822333440,2214079744,3735426816,7294332416,7895043584,3756560128,2984513536,11859374080,14313811968,6534816768,4712052736,11716438016,11389406208,9941480448,18761365504,31588130816,24989773824,23078273024,11320163328,20799467520,23089612800,24381063168,9422043136,20611164160,21567164416,20476311552,17525499904,24920176640,27750985728,28842678272,18987583488,0,0,0,?,1,?,?,?,?,?
303,'2019/04/12 13:45:19:806',11,31700795392,25983842304,9014956032,625755776,32107036672,28694767616,4912231936,1458605056,25217130496,16011207680,2075710080,3843477248,7400105472,8224365056,3907319552,2952027136,11732581376,14273292288,6396019712,5270632960,12257863680,11297739776,9887669248,18484748288,28948348928,23857991680,22841217024,13372522496,19918018560,25330094080,24113776640,10813106176,20042270720,22380920832,20334192640,18108698624,28158359552,29930989568,28938147840,18506692608,0,0,0,?,1,?,?,?,?,?
304,'2019/04/12 13:45:20:055',11,31735517184,26036619264,9117546496,656308672,32121565184,28696870912,4772305920,2245725440,24380702720,14496489472,2024481408,2359756800,7509702656,8627909632,4318960640,2930403328,11738173440,14377388032,6818224128,960754560,12453946368,11337189376,7399613440,10919890944,28221388800,24749152256,14317047808,24072095744,17287450624,23912452096,13196682240,17221543936,17418035200,20866879488,19861714944,21135220736,27248402432,30412666880,28068222976,18281170944,0,0,0,?,1,?,?,?,?,?
305,'2019/04/12 13:45:20:304',11,31760859136,26116007936,9293208576,974873728,32135049216,28732221440,4741113856,2343644416,26460147712,15988590592,2064302976,1829970688,7437568512,8306700800,4958293504,2769942016,12673916928,15339341824,7671080448,824253440,11060277248,10928380928,6818172928,3133436928,28301733888,24184012800,14202358784,8200596480,18367021056,24098586624,12714301440,13667113984,18385698816,20732100608,18641289216,21478207488,27702503424,30212036608,28507877376,18431547392,0,0,0,?,1,?,?,?,?,?
306,'2019/04/12 13:45:20:554',11,31847034880,26163791872,9359602688,1507497088,32150337536,28760244224,4661044224,2602968832,28382560256,18081636352,2319500032,1064461184,8244421120,8013920768,5396081152,2948424704,13754974208,15898443776,8137810432,935902080,9677715456,10406419456,5887810048,4679293952,30139117568,24196087808,13859244032,10840870912,23555428352,27555426304,11682289664,9851410432,19661611008,21832296448,15660936192,22502619136,20954699776,25218394112,24773900288,18859747328,0,0,0,?,1,?,?,?,?,?
307,'2019/04/12 13:45:20:805',11,31833387008,26130200576,9251822592,1015584128,32148480000,28730697728,4297152512,2410556160,28273625088,17766117376,2130182528,1471220224,8259302400,8176040960,5295262720,2437389824,13752055808,15991999488,7750022144,3949263872,9758505984,10426712064,6521388544,18788382720,30235373568,24224116736,16896022528,27919175680,19896778752,27494178816,14480464896,18189930496,18146185216,21634379776,16711135232,22723518464,22274349056,27653013504,26628231168,18385168384,0,0,0,?,1,?,?,?,?,?
308,'2019/04/12 13:45:21:053',11,31808673792,26029647872,9141022720,848394240,32147970048,28732215296,4459593216,3149423360,28297922560,18430808064,2035690624,2712439808,8291002880,8013442560,5066121216,4322743296,13711473664,15763263488,9779316736,12399389696,10441187328,10607648768,15298629632,16137796608,30775322624,24774758400,25682452480,9046711296,24236677120,29917171712,24465043456,9482597376,19496980480,24205000704,16646971392,21512972288,20578285568,24248475648,21604118528,18899597312,0,0,0,?,1,?,?,?,?,?
309,'2019/04/12 13:45:21:305',11,31809576960,25953239040,9048832000,768159296,32142252032,28705327104,4514626560,2925297408,28611577856,18608263168,2056070400,2701744640,8317406208,7859044352,4929903616,3399684096,13592599552,15735665664,8574747136,9718259712,10056255488,10460164096,11165824000,17394114560,30554400768,24498120704,22837209088,9687689216,21226285056,29331048448,23798599680,9837365248,20203925504,22947973120,16378281984,21827272704,24261720064,26250145792,22948691968,18488836096,0,0,0,?,1,?,?,?,?,?
310,'2019/04/12 13:45:21:555',11,31815055360,25991323648,9067970560,956089600,32137715712,28702959616,4558444032,3077660160,28486275072,18371260416,2177818112,2482357248,8392450048,7968132608,5089771520,5477415424,13449170944,15674812416,10365910016,20734193664,10352452608,10560906240,18980057088,17357172736,30751049728,24768307200,26208880640,13489513472,23493722112,29916205056,15239154688,9518650368,21503404032,23876597760,15839508480,20610633728,24595755008,25193523200,21434351616,18901508096,0,0,0,?,1,?,?,?,?,?
311,'2019/04/12 13:45:21:806',11,31803334656,26016378880,9006600192,1188930688,32132214784,28714899456,4544463872,2745964800,28337309696,18051719168,2394669056,6985720320,8313116160,8124038144,9263172608,21701261312,13402944512,15674463232,19774498816,21668362240,10314609664,10559087616,19320782848,18406653952,30739910656,24751030272,14109501440,5550681600,25025443840,30140053504,11667100672,7839673344,22165452800,24746127360,15585463296,19372068864,24306518016,24451973120,20114870272,19763048448,0,0,0,?,1,?,?,?,?,?
312,'2019/04/12 13:45:22:056',11,31699603456,25972488192,8960526336,1258488448,32108470272,28676263936,4948272128,8348152832,27513063424,16978155520,13529678848,23965024256,7965320704,8508062208,21538824192,17288075264,13150594048,15529888768,18055311360,9986440192,10745560064,10601183232,6422502400,2417760512,31109132288,25309417472,14120915968,5062958080,22840834048,29228658688,11517063168,7906382848,22000760832,23654264832,15561829376,20485554176,25545594880,25851656192,21285443584,19071512576,0,0,0,?,1,?,?,?,?,?
313,'2019/04/12 13:45:22:306',11,31689046016,25967970304,10910851072,5805219328,32100624384,28740620288,21038342144,24666222592,27289516032,18373244928,27486722048,14915829760,8160033792,9456275456,16871792640,4111662080,13238732800,15847475200,8125763072,985732224,11024653312,10759181312,6518576128,2451909888,31256793088,25527459840,14226132992,5027019264,23218819072,29010860032,11441341440,8065086464,22328113152,23728365568,15595530240,20249040896,25741295616,25990125568,21117978624,19359328256,0,0,0,?,1,?,?,?,?,?
314,'2019/04/12 13:45:22:556',11,31702974464,26058076160,18609862656,15503964160,32098904064,30015760384,25511129088,24930244608,26526531584,16882731008,14276013056,2453860864,8047733760,9466832896,6024931840,3067463424,12982300672,15705418752,7950247936,894747584,11748389888,11018176512,6996834304,2494924288,31549016064,26193332224,14365914112,4836417024,21265934336,28257726464,11362495488,7938364416,21793667072,22865139712,15721943040,21169901568,26839123968,27087411200,22614710272,18714056704,0,0,0,?,1,?,?,?,?,?
315,'2019/04/12 13:45:22:804',11,31660134400,22853636096,28079120384,16468754432,31975849984,27863848960,18695456768,15090295808,25878018048,16595240960,3749964800,2735739648,8110440448,9528246272,5825217536,2895220480,12722413568,15522104320,7727975936,827504704,12438559744,11292650496,7374519808,2594433280,31005628416,26676314112,14348889088,4915015680,20828479488,27143553024,11199889408,8381516288,21243009024,22338578432,15923177472,21959999488,27046545408,27935051776,24149489664,18513793024,0,0,0,?,1,?,?,?,?,?
316,'2019/04/12 13:45:23:052',11,29606465536,22228711424,19178199040,7740993024,27166427136,26083743744,27548604416,16562469888,26080563200,22841675776,2777146624,3012640000,7871438336,9744688128,5470627328,2729634048,12409294848,15238464512,7463630336,729535424,12250633216,10989236224,7030195712,2440071424,30153650176,26340120576,14070763520,4630820864,20603369472,25894881280,10878172160,8760728576,20664838144,21572446208,15907118080,21890365440,27283523584,28390344704,25137143808,18046371840,0,0,0,?,1,?,?,?,?,?
317,'2019/04/12 13:45:23:304',11,29053300736,20471435264,9085295616,2809035264,23811213312,25400598528,28561750016,15607413760,24267016192,21825343488,7054044160,2589537792,18319611904,14443120640,4796954112,2188878080,11704704000,14754631680,6703763968,605697856,11123109888,10064054272,6027695104,2001165696,27641364480,24088465408,13227959296,4006682880,19474558976,24530298880,10657849344,9116124160,19158974464,20352307200,15806454784,21104531456,29158285312,29673623552,26486136832,16836531200,0,0,0,?,1,?,?,?,?,?
