@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute left_hit {0,1,2}
@attribute left_type {0,1,2,3}
@attribute left_pos numeric
@attribute right_hit {0,1,2}
@attribute right_type {0,1,2,3}
@attribute right_pos numeric
@attribute kick {0,1,2}

@data
135,'2019/04/12 13:34:44:670',10,29607794688,29525721088,10505067520,3107468544,30594048000,28224251904,3719552768,5897070080,30847535104,23614676992,5803493888,996997952,31312500736,26718832640,15811809280,2110174464,13295165440,16633555968,31086782464,10624953344,15748409344,18134298624,24325060608,24229093376,9648840704,8290079744,8719984640,15730955264,30415683584,22034096128,21928382464,18218139648,32212252672,25953042432,22747396096,15342214144,32212252672,26368741376,13676834816,8649363456,0,0,0,?,2,1,?,?,?,?
136,'2019/04/12 13:34:44:918',10,29611886592,29549670400,10482025472,3088923392,30570942464,28260460544,3823188224,5899163648,31195152384,26718089216,8435657216,1041717632,31910959104,29698412544,23968466944,5957712896,13127785472,10770027520,31459086336,22189561856,15596652544,17526906880,17956583424,29092136960,9875147776,8178428416,7049745920,11971992576,30530162688,23388698624,19681716224,20514736128,32212252672,27237652480,22629851136,17806049280,32212252672,27545217024,14484194304,9479080960,0,0,0,?,2,1,?,?,?,?
137,'2019/04/12 13:34:45:167',10,29643890688,29572556800,10523063296,4568696320,30643167232,28303392768,5132318208,21390522368,31597815808,25972676608,9796326400,24055672832,31849797632,27404519424,3259705344,13377810432,12411874304,6846179840,6431899136,10051801088,15673847808,18087215104,10649504768,3610993408,9801564160,8215556096,6348963328,12771978240,30577063936,23500648448,17185763328,22470115328,32212252672,29309919232,19913666560,19831519232,32212252672,29825802240,14735314944,9653213184,0,0,0,?,2,1,?,?,?,?
138,'2019/04/12 13:34:45:419',10,29612705792,29620905984,10581918720,3218043648,30607122432,28254193664,3680396288,5868793344,31604123648,26034003968,5452775424,1199338496,31314751488,26833801216,2976342016,2220656896,11335068672,6347233792,6621892608,4746926592,15175729152,17801302016,10476356608,5161607680,11104472064,8500024320,9204293632,17646413824,31056967680,21769519104,21107372032,17639759872,32212252672,26896453632,18663208960,14532163584,32212252672,28755269632,12364019712,8543066112,0,0,0,?,2,1,?,?,?,?
139,'2019/04/12 13:34:45:677',10,29620842496,29657473024,10568811520,3194036480,30636865536,28261668864,3651340032,5808469504,31607844864,26109734912,5157514752,1329809792,30302144512,24945942528,3125636096,2575966464,10383122432,7078305792,6876723200,5005337600,14152702976,17333407744,9947680768,4965904896,13249115136,9223829504,8486814208,18068164608,31665053696,23926568960,19634987008,21339633664,32212252672,29344919552,16477524992,15796087808,32212252672,30542893056,12859710464,8415948800,0,0,0,?,2,1,?,?,?,?
140,'2019/04/12 13:34:45:919',10,29602199552,29642080256,10519459840,3165851392,30592075776,28247721984,3588867328,5756000768,31524517888,25968486400,4881665536,1230385536,29144946688,22986203136,3356769536,2431819520,10451913728,8030513152,6827187712,4045851904,13965717504,17244303360,8432728576,3067051008,14961715200,9413906432,6447618560,13070882816,32085481472,27866269696,15078313984,25162956800,32212252672,32212252672,16870044672,20805738496,32212252672,32212252672,16719686656,5917499904,0,0,0,?,2,1,?,?,?,?
141,'2019/04/12 13:34:46:170',10,29586796544,29480732672,10470555648,3217347328,30527232000,28202422272,3568024320,5813999104,31570288640,25692026880,4745503744,1057427840,30315481088,24287821824,3025663232,1716346624,10463577088,6905534464,4105611264,2191303424,13912998912,14755342336,7501387776,703634368,13091539968,7430490112,5488034304,6388408832,31963555840,26650718208,12176718848,23473698816,31322312704,25239164928,17572134912,25827792896,32208662528,32206665728,16796038144,16498231296,0,0,0,?,2,1,?,?,?,?
142,'2019/04/12 13:34:46:417',10,29518331904,29309693952,10448892928,3218209792,30514618368,28154722304,3587465984,5914765824,31519182848,25592823808,4701154816,890878080,30915393536,25110011904,2974244864,1036835264,11434518528,6632604672,6147126784,2079956480,26130237440,18355017728,7758139392,1151781888,31129430016,30620256256,11534601216,5714365440,32193509376,28707031040,12619063296,23831199744,32212252672,32212252672,18031056896,28296730624,32212252672,32212252672,16754446336,13063286784,0,0,0,?,2,1,?,?,?,?
143,'2019/04/12 13:34:46:669',10,23059046400,22975229952,7482097152,1974311296,23817193472,21949696000,1995293952,3692617984,22239748096,19405633536,2774152192,230221296,22758823936,19839299584,1749307392,375913632,13121632256,29863526400,9582354432,981190272,11538876416,16553593856,8042684928,256581120,8183676416,5301906432,4673912320,3226007040,28593338368,24595697664,6786946048,17321732096,30431361024,31813578752,14590908416,26830067712,31316555776,32180416512,13308440576,13731350528,0,0,0,?,2,1,?,?,?,?
144,'2019/04/12 13:34:46:919',10,24706988032,24536915968,8223613440,2170281984,25554649088,21933328384,3474717184,4084444928,26696427520,24371666944,7958226432,426782560,26770688000,27379980288,20065220608,892146624,8833268736,6397818368,24015280128,1968622976,12377202688,14911482880,8738979840,1189333888,8817241088,5942913024,5156167168,5908559872,30328166400,25334904832,8050845184,19359754240,31922956288,32210851840,15927959552,27907203072,32168042496,32212252672,14646814720,13633038336,0,0,0,?,2,1,?,?,?,?
145,'2019/04/12 13:34:47:167',10,26515558400,26463078400,9072045056,3206338816,27422777344,25306808320,7249273344,25214502912,28501022720,23361071104,6766062592,26478559232,28469993472,23796396032,10794950656,18398865408,9390670848,5849340928,13022820352,17493932032,13064399872,16042371072,9667616768,13541906432,10821815296,7147190272,6002965504,8478786560,31489370112,25869953024,9760609280,21371138048,32208652288,32212252672,17223360512,29163507712,32212252672,32212252672,15967682560,14296051712,0,0,0,?,2,1,?,?,?,?
146,'2019/04/12 13:34:47:418',10,26626385920,26615121920,9236783104,2547738112,27521583104,25423757312,2887112960,4844561920,28565741568,23509196800,4126656768,727699328,28051961856,22954727424,3060766208,6749684224,9216252928,6294173696,12703016960,31436953600,12815778816,15677170688,15125766144,21708177408,12002838528,7945763328,19636420608,17009585152,31721449472,26772899840,13970400256,25992908800,32210604032,32212252672,17599881216,27055878144,32212187136,32212252672,16605676544,11433059328,0,0,0,?,2,1,?,?,?,?
147,'2019/04/12 13:34:47:669',10,26619893760,26497945600,9142439936,2566696704,27535949824,25407885312,6280806400,5571620352,28551647232,23416778752,22186932224,7112850432,28616259584,23956060160,19417206784,5936662016,9627125760,5919804928,26640072704,3508238336,13254743040,15720401920,23422525440,1241108480,11159488512,7663818752,14453343232,7428639232,31552577536,26160578560,10980345856,23879532544,32210604032,32212252672,17646661632,27764797440,32212252672,32212252672,16563045376,12189179904,0,0,0,?,2,1,?,?,?,?
148,'2019/04/12 13:34:47:919',10,25347123200,25268426752,8679343104,2501579008,26223724544,24200968192,2580805632,4626060288,25136797696,21942108160,3632514816,413931712,23163095040,21763344384,2339766272,768778304,20613490688,14256448512,4653238784,1407365760,15988097024,28076904448,7309249536,429648192,9448400896,11629173760,8229629952,7286501888,30804764672,25494487040,10366888960,24046245888,32147818496,32212252672,16647017472,26667474944,32208431104,32212252672,15757703168,10902798336,0,0,0,?,2,1,?,?,?,?
149,'2019/04/12 13:34:48:169',10,27287967744,27222331392,9501673472,2795762944,28185274368,26048204800,3018624768,5188707840,29300948992,24080736256,4213167616,732990016,28915599360,23841165312,2720714240,1099745408,9117483008,6447936512,4885208064,1862007936,11824818176,14291487744,5792164352,987640320,11815617536,7775964672,6213519872,11584940032,27268259840,18496096256,11716699136,27113578496,30355140608,30714157056,17402861568,25148860416,32211410944,32212252672,17120096256,10511031296,0,0,0,?,2,1,?,?,?,?
150,'2019/04/12 13:34:48:418',10,31651215360,31243407360,11635241984,3849597440,32097036288,29214760960,4435333120,6727428608,32204722176,26457759744,5934709248,1497920768,31386818560,26640390144,4058176512,2057094144,12241030144,8113040384,7822104576,3527936000,20013365248,19348267008,9135860736,1536952704,28352878592,27794237440,18041534464,12542311424,32202418176,30765535232,16530652160,29303738368,32212252672,32212252672,20417120256,27391137792,32212252672,32212252672,20693248000,13581481984,0,0,0,?,2,1,?,?,?,?
151,'2019/04/12 13:34:48:667',10,24229888000,24138364928,8022772224,2165395456,25062541312,22491160576,2706382336,4030626304,26373705728,22212595712,4476244992,272823008,26330605568,27470254080,9827228672,733883008,8935791616,12748027904,22731679744,1935146880,12490483712,15285928960,15591190528,1921731200,8285742592,6256734720,5439456256,12408476672,29778020352,25055457280,12615643136,25723324416,31620884480,32198713344,15259541504,23050512384,32072122368,32212187136,14336577536,8415433728,0,0,0,?,2,1,?,?,?,?
152,'2019/04/12 13:34:48:920',10,24791627776,24793122816,8334470656,2171109120,25667037184,23660439552,2881092352,4650858496,26651019264,21773111296,18742818816,7757346304,26506117120,21897873408,16499322880,9295177728,8544256000,6010573312,16877067264,7815880192,12051497984,15066228736,18953060352,10137956352,10365948928,7048314880,9607778304,17897050112,30722658304,25725798400,14277547008,26505521152,31966908416,32210778112,15384089600,21367138304,32176054272,32212252672,13609161728,8135456768,0,0,0,?,2,1,?,?,?,?
153,'2019/04/12 13:34:49:171',10,27780263936,27748964352,9750565888,2873412864,28693510144,26534225920,3135527424,5293713408,29825142784,24626114560,4478437376,842391616,29203255296,24046499840,4544489472,5045693952,9784976384,7294242816,12981669888,11717630976,13356187648,16720793600,9449019392,13495767040,12708990976,8662797312,9347548160,20974934016,31832489984,26640168960,14454521856,27909330944,32212252672,32212252672,18535669760,25731627008,32212252672,32212252672,17849667584,11293021184,0,0,0,?,2,1,?,?,?,?
154,'2019/04/12 13:34:49:420',10,28554893312,28511051776,10094221312,2986840832,29494087680,27227793408,3338700544,5470545920,30620096512,25276139520,4643921408,1102978816,29709944832,24149602304,3173446144,2238336256,10067663872,7766577152,6664237568,4248056064,13563099136,16960770048,8399148544,3140964608,13280714752,9097251840,7217544192,13904569344,31873579008,26831994880,15203644416,28175613952,32212252672,32212252672,18658093056,25257648128,32212252672,32212252672,18578057216,11670269952,0,0,0,?,2,1,?,?,?,?
155,'2019/04/12 13:34:49:667',10,28670222336,28635940864,10135904256,3028380160,29604972544,27379941376,3390947328,5523739136,30738067456,25484341248,4851817984,954356800,30029998080,24812943360,3174681344,2452257792,10163287040,7545101312,6506204672,4650099200,13812723712,16739136512,8516685312,2799574528,12756279296,9046475776,7000034816,11104636928,31700568064,26175698944,13846401024,26635177984,32212252672,32212252672,19112468480,27611652096,32212252672,32212252672,18330687488,12741090304,0,0,0,?,2,1,?,?,?,?
156,'2019/04/12 13:34:49:920',10,28722216960,28758996992,10125729792,2987322368,29650917376,27426482176,3389371904,5488389632,30787532800,25629399040,4954660864,1048835072,30420015104,25570547712,3142249728,2518909696,10345213952,7270579712,6592682496,4595153920,14598345728,16953665536,8745854976,2378893824,11298842624,8757552128,6803915776,11152132096,31216601088,25171529728,13563911168,26860347392,32212252672,32212252672,19339436032,28552974336,32212252672,32212252672,18329729024,13217400832,0,0,0,?,2,1,?,?,?,?
157,'2019/04/12 13:34:50:167',10,28688209920,28766476288,10103389184,2951706624,29644670976,27385313280,3392253952,5431588352,30787864576,25727541248,5010443264,1027539840,30486792192,26008559616,3012138752,2374553600,10507308032,6936036864,6581750784,4287246336,15217556480,17055387648,8647505920,1830350208,10142950400,8232810496,6377324032,9059414016,30795182080,24473487360,12552032256,25556736000,32212252672,32212252672,19833325568,29689012224,32212252672,32212252672,18228224000,14420974592,0,0,0,?,2,1,?,?,?,?
158,'2019/04/12 13:34:50:419',10,28651247616,28763701248,10100051968,2932661248,29609416704,27359817728,3391492352,5377917952,30747502592,25807208448,5004896256,1049092608,30230810624,25530187776,3052839936,2348283648,10180898816,6851037696,6527579648,4126953472,15262001152,16823822336,8332579328,1575490304,10161992704,8203612672,6548216832,8975847424,30771824640,24551010304,12920472576,26296754176,32212252672,32212252672,19375667200,29439107072,32212252672,32212252672,18550925312,13714688000,0,0,0,?,2,1,?,?,?,?
159,'2019/04/12 13:34:50:668',10,28674875392,28835373056,10085244928,2939986432,29637552128,27353952256,3420430080,5415912960,30759168000,25716273152,5031861760,1037667456,30190258176,25419993088,3098536960,2278376704,10065437696,6755156992,6469734400,4203670784,15216998400,16903277568,8529583104,1645041920,10298298368,8118772736,6367490560,8232084480,30794500096,24552855552,12149726208,25473208320,32212252672,32212252672,19844800512,30066978816,32212252672,32212252672,18394757120,14469089280,0,0,0,?,2,1,?,?,?,?
160,'2019/04/12 13:34:50:919',10,28678469632,28847618048,10086449152,2934058752,29674866688,27324979200,3411815168,5376723456,30808092672,25796052992,5042039296,1014884032,30168098816,25343705088,3053216000,2291322624,9966302208,6719189504,6414244352,4169285376,15244652544,16789989376,8410208768,1608079232,10106802176,8045577216,6206979072,7976129024,30700777472,24394002432,12116308992,25336354816,32212252672,32212252672,19704014848,30157727744,32212252672,32212252672,18602135552,14503631872,0,0,0,?,2,1,?,?,?,?
161,'2019/04/12 13:34:51:171',10,28721164288,28803813376,10021411840,2906319360,29684070400,27301662720,3381384192,5381284352,30841921536,25761773568,5039625216,981854848,30232279040,25430986752,3002421504,2264133888,9925415936,6607059968,6365682176,4222064896,15237185536,16730822656,8491460608,1692413696,9982107648,7844135424,5936131072,7601049088,30581635072,24235976704,11912840192,24850651136,32212252672,32212252672,19646236672,30393524224,32212252672,32212252672,18497486848,14877495296,0,0,0,?,2,1,?,?,?,?
162,'2019/04/12 13:44:44:552',11,17047058432,26311155712,19570044928,10443013120,18099412992,23407968256,6489739776,5396103680,25806174208,16588525568,4255748608,2224631040,10058125312,9937939456,8268595712,4557793280,18504720384,20499300352,12764692480,1629058048,11427891200,12559195136,6384741376,2861024000,28457773056,23456315392,15057281024,7166406144,32212252672,32212252672,15348153344,17435899904,32212252672,32212252672,17681948672,14918421504,32212252672,32212252672,19432558592,21284978688,0,0,0,?,1,?,?,?,?,?
163,'2019/04/12 13:44:44:802',11,17353822208,26463551488,19813834752,10717303808,18369658880,23575021568,6749605888,5641310208,26135252992,16934265856,4389323776,2392762880,10209305600,10093564928,8271944704,4687924736,18811273216,20821970944,13089691648,1701560832,11551513600,12798694400,6475392512,2902382080,28209801216,23275466752,15155643392,7381550592,32212252672,32212252672,15521487872,17671397376,32212252672,32212252672,17913208832,15193347072,32212252672,32212252672,19709085696,21627504640,0,0,0,?,1,?,?,?,?,?
164,'2019/04/12 13:44:45:055',11,17021207552,26056636416,19327074304,10070699008,18658353152,23715487744,6619142656,5335459840,25727342592,16527247360,4276304384,2219090176,10033305600,10003741696,8142441984,4493487616,18567561216,20597798912,12862103552,1591478016,11434399744,12643372032,6461613568,2813530880,28368228352,23419652096,15023279104,7273375744,32212252672,32212252672,15323738112,17477349376,32212252672,32212252672,17755125760,15038337024,32212252672,32212252672,19547166720,21465927680,0,0,0,?,1,?,?,?,?,?
165,'2019/04/12 13:44:45:304',11,17014728704,26061860864,19405312000,10024452096,18485231616,23562719232,6607833088,5222904320,25462976512,16283309056,4255382528,2205348352,10112489472,10044889088,8193498624,4494367744,18552438784,20623820800,12810292224,1564428672,11411618816,12613662720,6558425088,2814313472,28524763136,23536291840,14993260544,7227532288,32212252672,32212252672,15298460672,17411180544,32212252672,32212252672,17777209344,15011979264,32212252672,32212252672,19553542144,21466660864,0,0,0,?,1,?,?,?,?,?
166,'2019/04/12 13:44:45:553',11,17133334528,25982175232,19502559232,10230616064,18462195712,23492257792,6679750144,5493272064,25853691904,16704198656,4341801472,2284826112,10135724032,10058320896,8235380224,4597355520,18697682944,20731484160,13039161344,1643637248,11475652608,12753878016,6495816192,2872692480,28312610816,23355463680,15049402368,7325685760,32212252672,32212252672,15397377024,17607159808,32212252672,32212252672,17853652992,15119664128,32212252672,32212252672,19635857408,21577779200,0,0,0,?,1,?,?,?,?,?
167,'2019/04/12 13:44:45:805',11,17114550272,26158301184,19748749312,10510697472,18128244736,23314057216,6719875584,5535443456,26127284224,16965520384,4291386368,2272418304,10156766208,9937589248,8085447680,4551860736,18650482688,20716648448,13086711808,1655107328,11503982592,12726675456,6348466176,2827073536,28057139200,23083065344,14989030400,7328530944,32212252672,32212252672,15432594432,17594359808,32212252672,32212252672,17823100928,15124896768,32212252672,32212252672,19628226560,21538519040,0,0,0,?,1,?,?,?,?,?
168,'2019/04/12 13:44:46:057',11,17075414016,26244237312,19877130240,10579407872,17604245504,22931410944,6631331328,5333484032,25899548672,16844527616,4189746432,2074568064,9822246912,9764453376,7790136832,4330738176,18319073280,20361725952,12891962368,1568859648,11420696576,12590993408,6314679808,2752655360,28156547072,23206291456,14918820864,7272690176,32212252672,32212252672,15228979200,17439117312,32212252672,32212252672,17674684416,14936339456,32212252672,32212252672,19460009984,21299998720,0,0,0,?,1,?,?,?,?,?
169,'2019/04/12 13:44:46:305',11,17101453312,26249357312,19849836544,10546757632,17759172608,23007600640,6626936832,5276761600,25594724352,16667592704,4189682944,2067281920,9794333696,9800035328,7751505408,4325882368,18199169024,20276801536,12927612928,1519923712,11476028416,12568401920,6500603904,2788673024,28402857984,23516479488,14956899328,7294860288,32212252672,32212252672,15223897088,17422583808,32212252672,32212252672,17663791104,14897402880,32212252672,32212252672,19465142272,21321717760,0,0,0,?,1,?,?,?,?,?
170,'2019/04/12 13:44:46:552',11,17122821120,26628675584,20552302592,11358822400,17205760000,22517211136,6563165696,5127742976,24721428480,16233521152,4094153216,1964544640,9724479488,9739786240,7606008320,4193945856,17995986944,20062396416,12791682048,1401746176,11545753600,12515385344,6750752768,2786956800,28754284544,23963437056,14970153984,7273490432,32212252672,32212252672,15165423616,17353220096,32212252672,32212252672,17606971392,14891846656,32212252672,32212252672,19404746752,21269927936,0,0,0,?,1,?,?,?,?,?
171,'2019/04/12 13:44:46:804',11,15979975680,27274625024,23587389440,14657430528,16567527424,21075421184,6747823616,5161655808,22234273792,15481256960,3969683712,1984378240,9633815552,9684769792,7427977216,4090849792,17907089408,20022765568,12784242688,1418297216,11527299072,12445861888,6741064192,2731014912,28672958464,23944833024,14869378048,7268071424,32212252672,32212252672,15149790208,17356781568,32212252672,32212252672,17624772608,14892422144,32212252672,32212252672,19398463488,21258485760,0,0,0,?,1,?,?,?,?,?
172,'2019/04/12 13:44:47:050',11,16286470144,27539916800,23661492224,14829701120,16758802432,21300934656,6766699520,5282344448,21986904064,15305394176,4031070464,1971089408,9536032768,9612794880,7484211200,4119276288,17968551936,20073007104,12806603776,1416450816,11512148992,12437847040,6635390464,2733522432,28514523136,23746672640,14805424128,7255542272,32212252672,32212252672,15153741824,17363107840,32212252672,32212252672,17598593024,14853036032,32212252672,32212252672,19393327104,21228226560,0,0,0,?,1,?,?,?,?,?
173,'2019/04/12 13:44:47:303',11,16445860864,27459813376,23445012480,14602393600,17010045952,21272737792,6723961856,5315123712,21299523584,14776991744,4011395840,2038384128,9813287936,9835744256,7547969024,4224667392,17858064384,20076818432,12703640576,1445750144,11598456832,12462967808,6817605120,2749629440,29118238720,24261062656,14878395392,7202382848,32212252672,32212252672,15228715008,17436520448,32212252672,32212252672,17632043008,14885020672,32212252672,32212252672,19409139712,21265913856,0,0,0,?,1,?,?,?,?,?
174,'2019/04/12 13:44:47:551',11,16425322496,27176239104,22829123584,13968660480,16909182976,21237020672,6645007360,5248481280,20739022848,14197914624,4007344896,2147029888,10217940992,10099050496,7759687680,4436411904,17720426496,20025118720,12532812800,1475144192,11779999744,12513830912,6990513152,2774819072,29790783488,24842708992,15060581376,7120329216,32212252672,32212252672,15310331904,17369606144,32212252672,32212252672,17605976064,14877821952,32212252672,32212252672,19412740096,21261893632,0,0,0,?,1,?,?,?,?,?
175,'2019/04/12 13:44:47:805',11,16319527936,26814846976,22270547968,13511067648,16757485568,21272866816,6608325120,5380035072,21210363904,14189470720,4052666112,2168742656,10400898048,10303238144,7946555392,4554007040,17764517888,20029235200,12432718848,1527542912,11877380096,12526811136,7125747712,2844255232,30019719168,25150705664,15157307392,7091334656,32212252672,32212252672,15319088128,17401858048,32212252672,32212252672,17644107776,14885814272,32212252672,32212252672,19420786688,21257541632,0,0,0,?,1,?,?,?,?,?
176,'2019/04/12 13:44:48:053',11,16342281216,26750631936,22158848000,13329171456,16724681728,21309067264,6633466880,5308761600,21409462272,14288902144,4108190464,2156242176,10392691712,10281531392,8015121408,4640647168,17743849472,19953356800,12441535488,1540871680,11891674112,12510675968,7121569280,2900454656,30029809664,25182115840,15203079168,7107461120,32212252672,32212252672,15253104640,17383200768,32212252672,32212252672,17567651840,14830299136,32212252672,32212252672,19370969088,21208471552,0,0,0,?,1,?,?,?,?,?
177,'2019/04/12 13:44:48:305',11,16401333248,26652719104,22006591488,13143989248,16719642624,21420509184,6665585664,5289994752,21548646400,14273108992,4133296896,2142865152,10465668096,10351375360,8020299264,4613977600,17745606656,20010309632,12516583424,1534452864,11902953472,12539355136,7138436608,2860323840,30045175808,25170653184,15211759616,7113586176,32212252672,32212252672,15228107776,17385183232,32212252672,32212252672,17576136704,14847428608,32212252672,32212252672,19369637888,21214656512,0,0,0,?,1,?,?,?,?,?
178,'2019/04/12 13:44:48:553',11,16512675840,26542559232,21619310592,12714493952,16779412480,21846145024,6684846592,5304177152,21913882624,14148238336,4264950528,2145807744,10760841216,10623425536,8240590848,4692627968,17899546624,20173707264,12596494336,1515376000,12027885568,12634270720,7277407232,2974774272,30228140032,25383981056,15306850304,7136658432,32212252672,32212252672,15271848960,17329197056,32212252672,32212252672,17634463744,14925526016,32212252672,32212252672,19440171008,21306935296,0,0,0,?,1,?,?,?,?,?
179,'2019/04/12 13:44:48:804',11,16892908544,26308573184,21057730560,12197956608,17379829760,22622377984,6809864704,5385935872,21983234048,13728735232,4382354944,2275089664,11255178240,11098622976,8496009216,4882510336,18021449728,20411332608,12670121984,1537971072,12546292736,12885449728,7643968000,3150689536,30544457728,25903884288,15577118720,7173380608,32212252672,32212252672,15396958208,17518321664,32212252672,32212252672,17850759168,15133210624,32212252672,32212252672,19634448384,21592338432,0,0,0,?,1,?,?,?,?,?
180,'2019/04/12 13:44:49:051',11,17016387584,26418595840,21323198464,12501532672,17204924416,22463832064,6835051008,5418048000,22001788928,13836060672,4402048000,2236775936,11226641408,11081874432,8410448384,4827720704,17956939776,20383776768,12750598144,1522541824,12533929984,12923826176,7674679808,3178167296,30527934464,25930479616,15563200512,7162020864,32212252672,32212252672,15437532160,17570961408,32212252672,32212252672,17861146624,15140705280,32212252672,32212252672,19656505344,21582704640,0,0,0,?,1,?,?,?,?,?
181,'2019/04/12 13:44:49:306',11,17029062656,26506358784,21402464256,12564718592,17220071424,22410190848,6855128064,5464302080,23156140032,14744856576,4464197632,2284006912,10956638208,10802964480,8561684480,4892409344,18404335616,20642158592,12917911552,1601586176,12142043136,12916388864,7497688064,3100673792,30030454784,25338087424,15418404864,7269284352,32212252672,32212252672,15375647744,17542471680,32212252672,32212252672,17858037760,15148943360,32212252672,32212252672,19659245568,21583020032,0,0,0,?,1,?,?,?,?,?
182,'2019/04/12 13:44:49:554',11,17017530368,26498330624,21485148160,12644063232,17240897536,22342111232,6836505088,5438458880,23453198336,14996057088,4462342144,2321634560,10787060736,10683599872,8499350016,4842463744,18507890688,20702765056,12964048896,1621264640,11908044800,12836813824,7370635264,3076511744,29782710272,25013966848,15326388224,7286666752,32212252672,32212252672,15361352704,17555099648,32212252672,32212252672,17832935424,15145362432,32212252672,32212252672,19657824256,21590347776,0,0,0,?,1,?,?,?,?,?
183,'2019/04/12 13:44:49:806',11,16826755072,26403516416,21355800576,12435456000,17027985408,22177642496,6700860928,5261516288,23404804096,14923417600,4343285248,2152252160,10632707072,10504477696,8353500160,4686683648,18283446272,20451293184,12823101440,1525065088,11805984768,12699260928,7246083072,2996827904,29773205504,24967315456,15240200192,7222534144,32212252672,32212252672,15187525632,17364156416,32212252672,32212252672,17671303168,14929743872,32212252672,32212252672,19431151616,21363488768,0,0,0,?,1,?,?,?,?,?
184,'2019/04/12 13:44:50:054',11,16933352448,26473588736,21381402624,12463868928,17116824576,22283968512,6780057600,5297829376,23281917952,14879396864,4420029952,2156671488,10750179328,10628871168,8483037696,4752780800,18394918912,20542822400,12902477824,1538296192,11943190528,12826916864,7339759104,3060020480,29860917248,25124784128,15314713600,7251647488,32212252672,32212252672,15255483392,17451376640,32212252672,32212252672,17766512640,15047060480,32212252672,32212252672,19562784768,21508089856,0,0,0,?,1,?,?,?,?,?
185,'2019/04/12 13:44:50:306',11,17026929664,26841638912,21841907712,13003906048,17226264576,22071273472,6803150848,5308811776,22505238528,14720949248,4417188352,2140412416,10778749952,10694662144,8472839168,4724706816,18376894464,20524793856,12830466048,1511456384,11974007808,12817155072,7398759936,3060483328,29919848448,25187905536,15315185664,7246962688,32212252672,32212252672,15219267584,17394882560,32212252672,32212252672,17784823808,15067163648,32212252672,32212252672,19557277696,21491855360,0,0,0,?,1,?,?,?,?,?
186,'2019/04/12 13:44:50:554',11,17530765312,27745683456,22346133504,13546308608,17872553984,22344284160,6762235904,5341445120,21219637248,14194626560,4389368320,2214253312,10753977344,10695485440,8459252224,4723645952,18261047296,20442681344,12770875392,1484738048,11959013376,12757944320,7360273920,3080731648,30021294080,25253775360,15387912192,7298652160,32212252672,32212252672,15180105728,17330161664,32212252672,32212252672,17711579136,15011623936,32212252672,32212252672,19547609088,21491914752,0,0,0,?,1,?,?,?,?,?
187,'2019/04/12 13:44:50:804',11,17655111680,27676712960,22211518464,13428899840,17864298496,22362750976,6803247104,5325039104,21289723904,14140386304,4443875840,2279443712,10813991936,10820328448,8543324672,4757623296,18226534400,20436232192,12707950592,1493448832,12005990400,12786895872,7415426048,3095604480,30135336960,25406984192,15443289088,7224704000,32212252672,32212252672,15174735872,17320398848,32212252672,32212252672,17750362112,15036992512,32212252672,32212252672,19544616960,21427886080,0,0,0,?,1,?,?,?,?,?
188,'2019/04/12 13:44:51:052',11,17505646592,27442288640,21816872960,12995245056,17634066432,22326962176,6600098816,5105266176,20945436672,13561105408,4340873216,2203822848,10867685376,10913183744,8409713664,4675299840,17811589120,20079706112,12235570176,1384493952,12188412928,12691496960,7542285824,3163712000,30474971136,25837346816,15417308160,7120493568,32212252672,32212252672,15002082304,17189505024,32212252672,32212252672,17640775680,14928014336,32212252672,32212252672,19456327680,21346056192,0,0,0,?,1,?,?,?,?,?
189,'2019/04/12 13:44:51:304',11,17480347648,27362338816,21579751424,12779111424,17565118464,22453276672,6600461312,5156682240,20586948608,13035145216,4300760064,2230966016,11110777856,11148764160,8464418304,4668017664,17625886720,19982522368,12124829696,1368005248,12489528320,12736509952,7741759488,3214640896,30735955968,26216269824,15515029504,7016524800,32212252672,32212252672,15014712320,17117970432,32212252672,32212252672,17643223040,14946348032,32212252672,32212252672,19461400576,21333876736,0,0,0,?,1,?,?,?,?,?
